NHL_GP_Greater_Than_0,Nationality,PIMs_Per_Game_in_Draft_Year,Goals_Per_Game_in_Draft_Year,Assists_Per_Game_in_Draft_Year,Player_Size_in_Draft_Year,Playoffs_in_Draft_Year,Position_in_Draft_Year
yes,EURO,1.876923077,0.107692308,0.169230769,281,No,D
no,USA,1.884615385,0.038461538,0.153846154,293,Yes,D
no,EURO,1.885714286,0.085714286,0.085714286,274,Yes,D
no,CAN,1.885714286,0.171428571,0.5,281,Yes,D
no,EURO,1.886792453,0.056603774,0.264150943,296,Yes,W
yes,EURO,1.888888889,0.305555556,0.652777778,282,Yes,C
yes,CAN,1.890909091,0.509090909,0.836363636,283,Yes,W
yes,EURO,1.894736842,0.421052632,0.657894737,246,No,W
yes,CAN,1.895522388,0.119402985,0.298507463,291,Yes,D
no,CAN,1.895833333,0.083333333,0.270833333,272,No,D
no,EURO,1.9,0.066666667,0.25,298,Yes,D
no,EURO,1.903225806,0.596774194,0.806451613,313,Yes,W
no,EURO,1.909090909,0.393939394,0.424242424,274,Yes,W
no,EURO,1.910447761,0.223880597,0.223880597,290,Yes,W
yes,EURO,1.910447761,0.029850746,0.298507463,303,No,D
no,CAN,1.914893617,0.127659574,0.212765957,280,Yes,D
yes,EURO,1.916666667,0.083333333,0.229166667,294,Yes,D
no,EURO,1.921052632,0.157894737,0.210526316,279,Yes,D
no,CAN,1.923076923,0.365384615,0.211538462,300,Yes,W
yes,EURO,1.923076923,0.292307692,0.6,282,No,W
no,EURO,1.924242424,0.939393939,1.106060606,244,Yes,C
yes,EURO,1.927536232,0.188405797,0.695652174,273,Yes,D
yes,EURO,1.928571429,0.642857143,0.571428571,292,Yes,C
yes,CAN,1.929577465,0.422535211,0.676056338,292,Yes,C
yes,EURO,1.930555556,0.152777778,0.097222222,304,No,D
no,CAN,1.931818182,0.522727273,0.590909091,274,No,W
yes,EURO,1.933333333,0.383333333,0.45,275,Yes,W
no,CAN,1.9375,0.03125,0.203125,291,Yes,D
yes,CAN,1.9375,0.104166667,0.229166667,261,No,C
no,EURO,1.941176471,0.029411765,0,273,No,W
no,CAN,1.941176471,0.196078431,0.274509804,259,Yes,D
yes,CAN,1.947368421,0.263157895,0.263157895,256,No,C
yes,EURO,1.955882353,0.705882353,0.661764706,303,Yes,W
no,CAN,1.958333333,0.166666667,0.125,270,Yes,W
yes,CAN,1.960784314,0.078431373,0.215686275,291,Yes,D
yes,EURO,1.962264151,0.377358491,0.41509434,301,Yes,W
yes,CAN,1.964285714,0.107142857,0.142857143,304,No,C
yes,EURO,1.976190476,0.119047619,0.30952381,276,Yes,D
no,CAN,1.977272727,0.386363636,0.454545455,240,No,C
no,CAN,1.983333333,0.333333333,0.333333333,273,Yes,W
no,EURO,1.983333333,0.35,0.7,289,Yes,W
yes,CAN,1.984615385,0.384615385,0.415384615,294,Yes,W
yes,EURO,1.984848485,0.348484848,0.590909091,265,Yes,C
yes,USA,1.985294118,0.308823529,0.338235294,265,Yes,W
no,CAN,2,0.018181818,0.181818182,284,No,D
yes,EURO,2,0.088235294,0.25,266,Yes,D
yes,CAN,2,0.089552239,0.268656716,281,Yes,D
yes,CAN,2,0.459459459,0.27027027,248,No,W
yes,EURO,2,0.35,0.5,273,No,W
no,CAN,2,0.461538462,0.523076923,276,No,W
no,EURO,2,0.393442623,0.540983607,268,Yes,W
yes,USA,2,0.355555556,0.555555556,280,No,W
yes,USA,2,0.355932203,0.593220339,237,Yes,W
yes,EURO,2,0.1875,0.640625,277,Yes,D
no,EURO,2,0.435483871,0.887096774,289,Yes,W
yes,CAN,2.012658228,0.075949367,0.126582278,299,Yes,D
no,EURO,2.014285714,0.071428571,0.385714286,264,Yes,D
no,EURO,2.014705882,0.058823529,0.176470588,303,Yes,D
yes,CAN,2.016129032,0.064516129,0.338709677,292,Yes,D
no,EURO,2.029850746,0.089552239,0.388059701,284,No,D
no,EURO,2.03030303,0.121212121,0.363636364,257,Yes,W
no,EURO,2.037037037,0.296296296,0.703703704,279,No,D
no,USA,2.039215686,0.156862745,0.196078431,291,Yes,D
yes,EURO,2.045454545,0.106060606,0.242424242,296,Yes,C
yes,USA,2.049180328,0.049180328,0.163934426,284,Yes,D
yes,EURO,2.05,0.075,0.15,290,No,D
yes,EURO,2.052631579,0.052631579,0.105263158,277,No,W
yes,CAN,2.052631579,0.245614035,0.701754386,274,Yes,D
yes,EURO,2.055555556,0.166666667,0.166666667,289,No,W
yes,CAN,2.056338028,0.253521127,0.492957746,277,Yes,C
yes,CAN,2.058823529,0.088235294,0.294117647,294,No,D
no,EURO,2.058823529,0.191176471,0.764705882,274,Yes,D
no,CAN,2.0625,0.229166667,0.4375,283,No,W
no,CAN,2.068965517,0.206896552,0.206896552,291,Yes,C
no,EURO,2.070422535,0.042253521,0.225352113,293,No,D
yes,USA,2.073170732,0.073170732,0.12195122,300,No,D
yes,EURO,2.074074074,0.555555556,0.574074074,245,Yes,W
yes,CAN,2.075,0.325,0.3,282,No,W
no,CAN,2.075471698,0.245283019,0.886792453,274,Yes,D
yes,CAN,2.076923077,0.025641026,0.102564103,285,Yes,D
no,CAN,2.083333333,0.083333333,0.083333333,290,No,D
yes,EURO,2.083333333,0.208333333,0.229166667,277,No,D
no,CAN,2.090909091,0.340909091,0.272727273,267,No,W
yes,CAN,2.098591549,0.014084507,0.281690141,283,Yes,D
yes,EURO,2.102564103,0.025641026,0.153846154,265,No,D
no,EURO,2.105263158,0.157894737,0.052631579,324,No,D
no,EURO,2.106060606,0.53030303,0.5,289,No,W
no,EURO,2.112903226,0.129032258,0.177419355,291,Yes,C
no,EURO,2.114754098,0.016393443,0.098360656,325,Yes,D
yes,EURO,2.115942029,0.15942029,0.130434783,254,Yes,W
no,CAN,2.12,0.1,0.22,269,No,D
yes,EURO,2.121212121,0.772727273,0.984848485,256,Yes,W
no,CAN,2.12244898,0.12244898,0.163265306,298,No,D
yes,CAN,2.122807018,0.333333333,0.368421053,276,Yes,W
yes,CAN,2.132352941,0.044117647,0.220588235,287,Yes,D
no,CAN,2.133333333,0.355555556,0.311111111,284,No,W
no,EURO,2.136363636,0.636363636,0.939393939,276,Yes,C
no,CAN,2.14,0.12,0.26,295,Yes,D
yes,EURO,2.142857143,0.163265306,0.326530612,269,No,D
yes,CAN,2.15,0.425,0.475,293,No,C
yes,EURO,2.163265306,0.346938776,0.428571429,279,No,W
yes,EURO,2.163934426,0.213114754,0.409836066,286,Yes,D
no,EURO,2.166666667,0.083333333,0.5,273,No,D
yes,CAN,2.169230769,0.415384615,0.646153846,274,Yes,D
no,EURO,2.169811321,0.377358491,0.735849057,301,No,D
no,EURO,2.170212766,0.382978723,0.361702128,282,Yes,C
yes,CAN,2.170731707,0.292682927,0.097560976,292,No,W
yes,CAN,2.170731707,0.658536585,0.634146341,284,Yes,W
yes,CAN,2.173913043,0.434782609,0.739130435,284,Yes,C
yes,CAN,2.175438596,0.105263158,0.368421053,253,No,D
no,USA,2.176470588,0.058823529,0.176470588,295,Yes,D
yes,CAN,2.176470588,0.132352941,0.514705882,300,No,D
no,CAN,2.181818182,0.227272727,0.287878788,298,No,W
yes,CAN,2.191176471,0.514705882,0.794117647,272,Yes,W
yes,EURO,2.195121951,0.292682927,0.341463415,269,Yes,W
yes,CAN,2.196078431,0.019607843,0.117647059,272,No,D
yes,CAN,2.197183099,0.366197183,0.873239437,256,Yes,D
no,EURO,2.2,0.133333333,0.266666667,286,Yes,D
no,CAN,2.20754717,0,0.037735849,247,Yes,D
yes,CAN,2.210526316,0.473684211,0.565789474,259,Yes,W
no,EURO,2.214285714,0.071428571,0.214285714,302,No,W
no,EURO,2.216666667,0.116666667,0.5,267,Yes,D
yes,EURO,2.222222222,0.015873016,0.174603175,284,No,D
no,EURO,2.222222222,0.083333333,0.263888889,320,Yes,D
yes,EURO,2.222222222,0.185185185,0.314814815,317,No,W
yes,EURO,2.225352113,0.211267606,0.253521127,284,No,C
yes,EURO,2.226415094,0.150943396,0.754716981,264,Yes,D
yes,CAN,2.234375,0.125,0.203125,275,Yes,W
yes,CAN,2.236842105,0.039473684,0.157894737,279,Yes,D
no,EURO,2.240740741,0.185185185,0.240740741,303,Yes,W
yes,EURO,2.246153846,0.369230769,0.707692308,277,Yes,W
no,CAN,2.25,0.25,0.083333333,277,Yes,W
no,CAN,2.25,0.014705882,0.176470588,267,Yes,D
yes,CAN,2.25,0.066666667,0.616666667,269,Yes,D
no,CAN,2.255319149,0.574468085,0.468085106,263,Yes,C
no,CAN,2.258064516,0.193548387,0.306451613,300,Yes,D
no,EURO,2.25862069,0.327586207,0.74137931,247,Yes,C
yes,CAN,2.260273973,0.095890411,0.232876712,271,Yes,D
yes,CAN,2.268656716,0.104477612,0.104477612,289,Yes,W
yes,EURO,2.279411765,0.029411765,0.176470588,292,Yes,D
yes,USA,2.285714286,0.174603175,0.396825397,303,No,D
no,EURO,2.290322581,0,0.032258065,300,Yes,W
yes,CAN,2.294117647,0.235294118,0.117647059,285,No,W
no,CAN,2.294117647,0.294117647,0.308823529,275,Yes,W
yes,CAN,2.307692308,0.307692308,0.615384615,285,Yes,D
yes,CAN,2.310344828,0.086206897,0.25862069,282,Yes,D
no,CAN,2.310344828,0.551724138,0.362068966,312,Yes,W
no,CAN,2.325,0.05,0.025,260,Yes,D
no,CAN,2.326923077,0.923076923,0.615384615,275,No,W
no,USA,2.333333333,0.311111111,0.266666667,287,No,W
yes,CAN,2.333333333,0.555555556,0.37037037,301,No,W
no,CAN,2.333333333,0.148148148,0.537037037,289,Yes,D
no,EURO,2.333333333,1.5,1.333333333,275,No,D
no,CAN,2.338235294,0.485294118,0.75,245,Yes,C
no,EURO,2.343283582,0.044776119,0.164179104,280,Yes,D
no,EURO,2.344262295,0.016393443,0.360655738,309,Yes,D
no,CAN,2.344827586,0.086206897,0.137931034,301,No,W
no,CAN,2.348484848,0.378787879,0.196969697,295,Yes,W
no,EURO,2.350877193,0.245614035,0.333333333,281,Yes,C
yes,EURO,2.355932203,0.254237288,0.559322034,305,Yes,D
yes,EURO,2.37037037,0.074074074,0.185185185,295,No,D
no,EURO,2.378378378,0.162162162,0.351351351,326,No,D
yes,CAN,2.381818182,0.018181818,0.054545455,315,Yes,W
yes,CAN,2.387096774,0.032258065,0.161290323,306,No,W
yes,CAN,2.392857143,0.535714286,0.321428571,245,No,W
yes,USA,2.396551724,0.051724138,0.172413793,291,No,D
yes,EURO,2.4,0.044444444,0.222222222,294,No,D
no,EURO,2.4,0.1,0.342857143,293,Yes,D
yes,CAN,2.403225806,0.14516129,0.161290323,311,Yes,W
no,EURO,2.406779661,0.271186441,0.372881356,267,Yes,W
no,EURO,2.407407407,0,0.240740741,297,Yes,D
yes,EURO,2.409836066,0.016393443,0.098360656,293,Yes,D
yes,EURO,2.413043478,0.282608696,0.391304348,274,Yes,W
yes,CAN,2.414285714,0.557142857,0.685714286,258,Yes,C
no,CAN,2.416666667,0.05,0.4,296,No,D
no,CAN,2.433962264,0,0.132075472,292,Yes,D
no,EURO,2.444444444,0.2,0.266666667,261,Yes,D
no,CAN,2.446153846,0.138461538,0.2,254,Yes,W
yes,USA,2.448275862,0.155172414,0.155172414,279,Yes,W
yes,CAN,2.450704225,0.056338028,0.098591549,310,Yes,D
no,EURO,2.46,0.02,0.3,272,Yes,D
yes,CAN,2.463414634,0.756097561,0.829268293,262,Yes,W
no,CAN,2.468085106,0.191489362,0.340425532,287,Yes,D
no,CAN,2.46969697,0.151515152,0.136363636,282,Yes,C
yes,EURO,2.473684211,0.01754386,0.105263158,283,No,D
no,EURO,2.474576271,0.016949153,0.406779661,282,Yes,D
no,EURO,2.481481481,0.222222222,0.444444444,287,Yes,D
yes,EURO,2.486486486,0.108108108,0.189189189,293,No,W
no,CAN,2.486486486,0.297297297,0.378378378,299,No,W
no,CAN,2.492753623,0.043478261,0.043478261,316,Yes,W
yes,CAN,2.5,0.05,0.2,294,Yes,D
yes,CAN,2.5,0.112903226,0.306451613,302,Yes,D
no,CAN,2.5,0.666666667,0.708333333,268,Yes,W
no,EURO,2.505747126,0.137931034,0.252873563,275,Yes,D
no,EURO,2.511111111,0.266666667,0.222222222,291,Yes,W
no,CAN,2.514705882,0.191176471,0.279411765,276,Yes,W
no,CAN,2.526315789,0.171052632,0.513157895,289,Yes,D
yes,CAN,2.527272727,0.090909091,0.163636364,297,Yes,D
yes,CAN,2.527777778,0.25,0.111111111,284,Yes,C
no,CAN,2.541666667,0.388888889,0.222222222,284,Yes,C
yes,EURO,2.547619048,0.19047619,0.142857143,284,No,W
yes,CAN,2.553846154,0.369230769,0.461538462,270,No,W
no,EURO,2.571428571,0.114285714,0.257142857,273,No,D
no,USA,2.597014925,0.23880597,0.432835821,290,Yes,D
no,EURO,2.618421053,0.131578947,0.355263158,280,No,D
no,USA,2.625,0.017857143,0.035714286,301,Yes,D
no,EURO,2.625,0.125,0.270833333,300,Yes,D
yes,CAN,2.638297872,0,0.127659574,316,No,W
yes,CAN,2.646153846,0.476923077,0.846153846,275,Yes,W
no,CAN,2.660377358,0.811320755,0.452830189,305,Yes,W
no,CAN,2.660714286,0,0.160714286,256,Yes,D
no,CAN,2.661764706,0.073529412,0.308823529,291,Yes,D
yes,EURO,2.666666667,0.028985507,0.072463768,287,No,W
no,CAN,2.666666667,0.013888889,0.152777778,299,Yes,D
yes,CAN,2.666666667,0.701754386,0.964912281,302,Yes,W
yes,CAN,2.676056338,0.042253521,0.084507042,294,Yes,D
yes,EURO,2.676923077,0.369230769,0.553846154,257,Yes,C
yes,CAN,2.678571429,0.071428571,0.196428571,282,Yes,D
yes,CAN,2.68852459,0.032786885,0.049180328,294,Yes,D
yes,CAN,2.7,0.1,0.183333333,289,Yes,W
yes,CAN,2.714285714,0.214285714,0.071428571,254,Yes,D
yes,CAN,2.714285714,1.607142857,1.285714286,266,No,W
yes,USA,2.722222222,0.351851852,0.481481481,261,No,D
yes,CAN,2.727272727,0.072727273,0.363636364,311,Yes,D
no,EURO,2.811594203,0.492753623,0.608695652,290,Yes,W
yes,EURO,2.816901408,0.183098592,0.704225352,289,Yes,D
yes,CAN,2.821917808,0.780821918,0.684931507,284,Yes,W
no,CAN,2.822580645,0.274193548,0.983870968,295,Yes,W
yes,CAN,2.837837838,0.027027027,0.081081081,273,No,D
yes,EURO,2.838235294,0.117647059,0.117647059,264,No,W
yes,CAN,2.84,0.3,0.84,284,No,D
yes,EURO,2.847457627,0.13559322,0.220338983,311,Yes,W
yes,CAN,2.847457627,0.440677966,0.644067797,282,No,W
yes,EURO,2.862745098,0.235294118,0.490196078,261,Yes,D
no,CAN,2.863636364,0.075757576,0.409090909,267,Yes,D
yes,EURO,2.86440678,0.13559322,0.203389831,281,Yes,C
no,EURO,2.86440678,0.152542373,0.237288136,242,Yes,C
no,EURO,2.866666667,0.333333333,0.466666667,264,Yes,W
yes,EURO,2.87037037,0,0.055555556,290,Yes,D
no,USA,2.877192982,0.438596491,0.561403509,272,Yes,C
no,CAN,2.883333333,0.033333333,0.266666667,306,Yes,D
no,USA,2.902777778,0.930555556,1.263888889,284,Yes,W
no,EURO,2.914285714,0.042857143,0.171428571,277,Yes,D
yes,USA,2.931818182,0.295454545,0.227272727,264,No,D
no,EURO,2.933333333,0.766666667,0.633333333,266,Yes,W
yes,EURO,2.93442623,0.344262295,0.852459016,262,Yes,W
no,EURO,2.941176471,0.044117647,0.058823529,280,Yes,D
yes,CAN,2.941176471,0.088235294,0.352941176,277,Yes,D
yes,CAN,2.955223881,0.029850746,0.134328358,283,No,D
yes,USA,2.96,0.3,0.6,266,Yes,W
yes,EURO,2.965517241,0.103448276,0.172413793,312,No,D
yes,CAN,2.986666667,0.253333333,0.32,264,Yes,W
no,CAN,3,0.095238095,0.19047619,309,Yes,W
yes,CAN,3.031746032,0.111111111,0.111111111,258,Yes,C
no,EURO,3.037735849,0.603773585,1.037735849,264,Yes,W
no,EURO,3.049180328,0.31147541,0.196721311,307,No,W
yes,EURO,3.05,0.375,0.725,242,No,C
no,EURO,3.058823529,0,0.220588235,343,Yes,D
yes,CAN,3.076923077,0.487179487,0.641025641,263,No,W
yes,EURO,3.087719298,0.175438596,0.175438596,305,Yes,W
yes,CAN,3.096774194,1.193548387,1.709677419,242,No,W
no,EURO,3.104166667,0.0625,0.1875,307,No,C
yes,EURO,3.108695652,0.913043478,1.086956522,262,Yes,C
yes,EURO,3.114754098,0.098360656,0.262295082,295,Yes,D
no,EURO,3.147058824,0.220588235,0.220588235,281,Yes,W
no,CAN,3.150684932,0.123287671,0.232876712,282,No,W
yes,EURO,3.193548387,0.032258065,0.048387097,291,Yes,W
yes,CAN,3.2,0.018181818,0.181818182,306,Yes,D
no,EURO,3.2,0.8,0.6,276,Yes,C
yes,CAN,3.20754717,0.320754717,0.471698113,292,No,W
yes,USA,3.208955224,0.014925373,0.044776119,277,Yes,W
yes,CAN,3.227272727,0.090909091,0.106060606,288,Yes,W
yes,CAN,3.232142857,0.035714286,0.142857143,309,No,D
yes,EURO,3.233333333,0.183333333,0.283333333,289,No,D
no,CAN,3.25,0.472222222,0.611111111,292,Yes,W
no,CAN,3.254901961,0.098039216,0.156862745,298,Yes,W
no,CAN,3.256410256,0.025641026,0.025641026,325,Yes,D
no,CAN,3.268656716,0.014925373,0.089552239,291,No,D
no,EURO,3.274509804,0.705882353,0.333333333,272,No,W
yes,CAN,3.277777778,0.203703704,0.259259259,305,Yes,D
no,CAN,3.278688525,0.344262295,0.31147541,254,Yes,W
yes,USA,3.281690141,0.112676056,0.352112676,289,Yes,W
yes,EURO,3.283333333,0.183333333,0.333333333,308,No,D
yes,CAN,3.290909091,0.054545455,0.181818182,325,No,D
no,EURO,3.291666667,0.013888889,0.25,289,Yes,D
yes,EURO,3.303030303,0.318181818,0.242424242,268,Yes,W
no,USA,3.304347826,0.065217391,0.434782609,248,No,D
no,CAN,3.308823529,0.073529412,0.073529412,295,Yes,D
no,CAN,3.31147541,0.098360656,0.295081967,263,Yes,D
no,CAN,3.342105263,0.052631579,0.052631579,302,No,D
yes,CAN,3.366666667,0.25,0.35,276,Yes,W
yes,USA,3.380952381,0.46031746,0.206349206,279,Yes,W
yes,USA,3.380952381,0.095238095,0.380952381,255,Yes,D
no,USA,3.384615385,0.134615385,0.057692308,310,No,W
no,USA,3.389830508,0,0.186440678,289,No,D
no,CAN,3.394366197,0.014084507,0.154929577,291,Yes,D
no,EURO,3.422535211,0.422535211,0.309859155,317,Yes,W
no,EURO,3.428571429,0.555555556,0.857142857,260,Yes,C
no,EURO,3.438596491,0.596491228,0.596491228,284,Yes,W
yes,CAN,3.46,0.2,0.16,292,Yes,W
no,EURO,3.462962963,0.111111111,0.333333333,295,Yes,D
yes,EURO,3.476923077,0.015384615,0.061538462,293,Yes,D
no,CAN,3.485714286,0.071428571,0.114285714,306,No,W
no,CAN,3.518518519,0.037037037,0.074074074,292,Yes,D
yes,CAN,3.52238806,0.089552239,0.134328358,320,Yes,D
yes,EURO,3.525423729,0.372881356,0.779661017,268,No,W
yes,CAN,3.533333333,0.066666667,0.166666667,277,No,D
yes,CAN,3.546875,0.125,0.21875,301,Yes,W
no,CAN,3.547945205,0.123287671,0.506849315,275,No,D
no,EURO,3.552238806,0.014925373,0.119402985,288,No,W
yes,CAN,3.573529412,0.073529412,0.088235294,279,Yes,D
no,EURO,3.62,0.02,0.04,302,Yes,D
no,CAN,3.660714286,0.053571429,0.214285714,301,Yes,D
no,CAN,3.661764706,0.044117647,0.014705882,293,Yes,W
yes,CAN,3.666666667,0.183333333,0.116666667,316,Yes,W
yes,USA,3.675,0.0875,0.1625,280,Yes,D
yes,CAN,3.677966102,0.06779661,0.203389831,311,Yes,W
no,CAN,3.680851064,0.425531915,0.29787234,274,Yes,W
yes,EURO,3.685185185,0.203703704,0.518518519,282,Yes,D
no,CAN,3.7,0.45,0.55,284,Yes,W
no,EURO,3.714285714,0.114285714,0.4,274,No,D
yes,CAN,3.727272727,0,0.163636364,296,Yes,D
yes,EURO,3.757575758,0.333333333,0.515151515,291,Yes,W
no,CAN,3.761904762,0.19047619,0.238095238,268,No,W
yes,CAN,3.764705882,0.411764706,0.117647059,269,No,C
no,CAN,3.808823529,0.205882353,0.794117647,267,Yes,D
yes,CAN,3.80952381,0,0.166666667,280,No,D
yes,CAN,3.833333333,0.238095238,0.214285714,290,Yes,W
yes,USA,3.869565217,0.144927536,0.115942029,284,Yes,W
yes,USA,3.872340426,0.234042553,0.212765957,277,Yes,W
yes,EURO,3.88,0.08,0.22,279,Yes,W
no,CAN,3.897058824,0.25,0.308823529,279,No,W
yes,EURO,3.915254237,0.440677966,0.491525424,282,No,W
yes,USA,3.916666667,0,0.208333333,306,No,W
yes,USA,3.923076923,0.025641026,0.076923077,274,No,D
no,CAN,3.926470588,0.323529412,0.602941176,275,Yes,W
no,USA,3.9375,0.21875,0.375,286,Yes,W
no,CAN,3.948717949,0.128205128,0.205128205,303,No,D
yes,EURO,3.954545455,0.090909091,0.136363636,282,Yes,D
yes,CAN,4,0.178571429,0.107142857,285,No,W
yes,CAN,4.016393443,0.016393443,0.131147541,344,Yes,W
no,CAN,4.045454545,0.272727273,0.477272727,299,No,D
yes,USA,4.088235294,0.044117647,0.191176471,334,Yes,D
yes,EURO,4.090909091,0.03030303,0.318181818,276,Yes,D
yes,EURO,4.102941176,0.367647059,0.338235294,264,Yes,W
yes,CAN,4.115384615,0.211538462,0.153846154,303,Yes,C
no,USA,4.116666667,0.05,0.033333333,305,Yes,W
yes,CAN,4.147058824,0.323529412,0.147058824,266,No,W
yes,CAN,4.16,0.72,0.8,303,No,D
yes,CAN,4.1875,0.078125,0.265625,287,Yes,W
no,CAN,4.189189189,0.486486486,0.567567568,266,No,W
yes,EURO,4.203125,0.296875,0.515625,267,Yes,W
yes,CAN,4.214285714,0.114285714,0.071428571,259,Yes,W
no,EURO,4.225352113,0.211267606,0.366197183,300,Yes,W
no,CAN,4.26984127,0.095238095,0.126984127,288,Yes,W
yes,CAN,4.309090909,0.127272727,0.345454545,303,Yes,D
yes,CAN,4.488372093,0.11627907,0.488372093,284,No,D
yes,USA,4.5,0.048387097,0.161290323,304,No,D
yes,CAN,4.590163934,0.032786885,0.098360656,288,No,D
yes,CAN,4.7,0.5,0.1,269,No,W
yes,USA,4.8,0.555555556,0.8,278,Yes,W
yes,CAN,4.821428571,0.178571429,0.267857143,262,Yes,W
no,EURO,4.825,0.475,0.55,257,No,W
yes,EURO,4.846153846,0.019230769,0.019230769,333,Yes,D
no,USA,4.983050847,0.389830508,0.406779661,284,Yes,W
no,CAN,5.048780488,0.12195122,0.292682927,295,No,D
no,EURO,5.581395349,0.069767442,0.046511628,311,No,W
yes,CAN,5.956521739,0.086956522,0.02173913,310,Yes,W
yes,CAN,6.047619048,0.634920635,0.523809524,307,Yes,W
yes,EURO,6.186440678,0.305084746,0.457627119,277,Yes,W
yes,USA,6.276923077,0,0.061538462,308,Yes,D
no,EURO,7.448275862,0,0.017241379,292,Yes,W
no,EURO,7.731707317,0.243902439,0.243902439,282,Yes,W
yes,CAN,7.983333333,0.116666667,0.3,322,Yes,D
